
Loading shared libraries: /Users/skhalil/Desktop/BPrime/8TeV/Analysis/Trees/Electrons/Jun11/SingleEle-Run2012B-13Jul2012_nominal.root 1
total events =  3426 , cuts: trigSigEle_path==1 && lepEt > 30 && eMVA > 0.90 && lepIso <0.1 && njets>=4 && centrality >0.4 && jetEt[0]>200 && jetEt[1]>60 && jetEt[2]>40 && nTagsCSVM >= 1 && met > 20
************************************************
*    Row   * runNumber * lumiNumbe * eventNumb *
*  4508250 *    194108 *       859 * 818655607 *
*  4509368 *    194691 *       189 * 257952217 *
*  4511026 *    195304 *       344 * 444741503 *
*  4513595 *    196453 *       114 * 110055944 *
*  4516511 *    194314 *       121 * 142728244 *
*  4519665 *    196452 *        89 *  36649418 *
*  4519734 *    196452 *        96 *  49824064 *
*  4522992 *    194108 *       590 * 577531249 *
*  4525828 *    195113 *       152 * 199583756 *
*  4527866 *    196453 *        72 *  69643423 *
*  4533262 *    195147 *       241 * 216364434 *
*  4534153 *    195163 *       180 * 234676634 *
*  4535128 *    195749 *        15 *  30209025 *
*  4538071 *    194108 *       804 * 765820734 *
*  4538582 *    195552 *       286 * 455415787 *
*  4540301 *    195552 *       495 * 725621326 *
*  4540309 *    195552 *       495 * 725192250 *
*  4540402 *    195915 *       101 * 183077932 *
*  4541281 *    196199 *       230 * 272812069 *
*  4543671 *    194108 *       801 * 762923041 *
*  4543797 *    194108 *       802 * 764374292 *
*  4544295 *    194314 *       210 * 290434908 *
*  4547215 *    194704 *       358 * 319375320 *
*  4548895 *    194914 *         7 *   4838058 *
*  4548910 *    194914 *         7 *   4611563 *
*  4552781 *    196364 *       822 * 744063093 *
*  4555114 *    196453 *       143 * 137039960 *
*  4556584 *    196453 *       113 * 108820207 *
*  4556691 *    196453 *       615 * 539507951 *
*  4556871 *    196453 *       660 * 574607708 *
*  4557259 *    196453 *       837 * 715744920 *
*  4558175 *    194210 *        84 *  83846578 *
*  4559512 *    194778 *       162 * 202869420 *
*  4561248 *    194789 *       239 * 319392022 *
*  4561628 *    194789 *       541 * 659033426 *
*  4565018 *    194108 *       783 * 748507608 *
*  4567303 *    194150 *        49 *  30221399 *
*  4568141 *    194150 *       252 * 312377924 *
*  4571059 *    195774 *       216 * 395944977 *
*  4571859 *    196250 *       400 * 634684555 *
*  4575662 *    194712 *       108 *  79712045 *
*  4575766 *    194712 *       117 *  86927061 *
*  4579879 *    195950 *      1013 * 929838815 *
*  4582077 *    194150 *        62 *  49145923 *
*  4583458 *    194210 *       259 * 248346814 *
*  4586000 *    195757 *       102 * 169649787 *
*  4586912 *    196250 *        14 *  25340844 *
*  4589899 *    195099 *       103 * 112748453 *
*  4590981 *    195099 *       109 * 124637525 *
*  4591479 *    196218 *        62 *  28203957 *
*  4592996 *    195304 *       324 * 421126366 *
*  4594219 *    195655 *        63 *  76587382 *
*  4601997 *    194314 *       223 * 312299156 *
*  4605161 *    195397 *        23 *  38441163 *
*  4607929 *    196452 *       543 * 762800841 *
*  4608047 *    194115 *        80 *  41908398 *
*  4610031 *    194115 *       370 * 350404326 *
*  4611928 *    196438 *       536 * 430890266 *
*  4615629 *    194479 *       427 * 486673998 *
*  4616054 *    194479 *       448 * 508234776 *
*  4617141 *    194479 *       424 * 484210971 *
*  4617401 *    194479 *       528 * 585816285 *
*  4619701 *    196531 *       354 * 504200600 *
*  4624102 *    194429 *       956 * 821363912 *
*  4625474 *    195147 *       236 * 207356838 *
*  4627664 *    195647 *        32 *  52344234 *
*  4634319 *    194115 *       235 * 208560433 *
*  4636379 *    194223 *        91 *  70292621 *
*  4636608 *    194223 *        92 *  71284053 *
*  4637759 *    194315 *       188 * 249232478 *
*  4646083 *    196438 *       105 *  90944250 *
*  4646409 *    196438 *       125 * 107577505 *
*  4647202 *    196438 *       257 * 216111867 *
*  4647711 *    194115 *       155 * 133364696 *
*  4648216 *    194115 *       322 * 301026936 *
*  4651782 *    194533 *       161 * 215747586 *
*  4652335 *    194704 *       241 * 221296029 *
*  4654555 *    194704 *       156 * 145710387 *
*  4660968 *    195649 *        28 *  42730376 *
*  4661498 *    195656 *        89 *  82637930 *
*  4661896 *    195656 *       149 * 136325584 *
*  4666633 *    194424 *       446 * 643140494 *
*  4667784 *    196239 *       669 * 613915179 *
*  4670408 *    194115 *       450 * 428955309 *
*  4670914 *    194428 *       359 * 362672887 *
*  4672470 *    194428 *       428 * 424962140 *
*  4672722 *    194428 *       450 * 444438308 *
*  4673184 *    194691 *       115 * 128351239 *
*  4674445 *    194712 *       373 * 266623095 *
*  4677122 *    195304 *       495 * 620727771 *
*  4678738 *    195398 *        42 *  34722059 *
*  4680419 *    194115 *       364 * 344541665 *
*  4682187 *    195304 *       248 * 330422170 *
*  4686341 *    194115 *       458 * 436543226 *
*  4686496 *    194115 *       459 * 437707732 *
*  4686929 *    194115 *       533 * 506286993 *
*  4687196 *    194115 *       563 * 533084030 *
*  4687366 *    194115 *       616 * 579505605 *
*  4688201 *    195774 *        85 * 166987736 *
*  4690180 *    196349 *       225 * 335266145 *
*  4690266 *    196349 *       225 * 335426906 *
*  4693500 *    195378 *       430 * 544465746 *
*  4693841 *    195378 *       455 * 576212574 *
*  4697598 *    195552 *         3 *   4958112 *
*  4698028 *    195552 *       255 * 411134489 *
*  4702565 *    194912 *        53 *  19379593 *
*  4702894 *    194912 *        59 *  31603009 *
*  4703296 *    194912 *       259 * 432320483 *
*  4704792 *    195398 *      1466 * 1.184e+09 *
*  4705963 *    195398 *      1541 * 1.254e+09 *
*  4706639 *    194115 *       161 * 140312827 *
*  4708500 *    194712 *       656 * 500112981 *
*  4708789 *    194712 *       693 * 535352259 *
*  4716483 *    195937 *       332 * 266017137 *
*  4716802 *    195947 *        48 * 107190098 *
*  4719898 *    196453 *      1390 * 1.228e+09 *
*  4720780 *    194115 *       353 * 333508756 *
*  4730966 *    195950 *       595 * 572545981 *
*  4737847 *    195013 *       221 * 310087893 *
*  4740995 *    194115 *       280 * 257410267 *
*  4741113 *    194115 *       385 * 365323794 *
*  4743282 *    195304 *       804 * 934965102 *
*  4744194 *    195398 *       965 * 801193109 *
*  4744407 *    195398 *       978 * 810876760 *
*  4748166 *    194150 *       112 * 123171988 *
*  4748958 *    194150 *        97 * 102261115 *
*  4750435 *    194424 *       515 * 736391237 *
*  4754209 *    195113 *       234 * 300118907 *
*  4755977 *    194224 *       196 * 309604679 *
*  4759555 *    195397 *       363 * 539215591 *
*  4760388 *    195774 *       629 * 977554362 *
*  4760755 *    195774 *       653 * 1.005e+09 *
*  4760987 *    196027 *        92 * 143621682 *
*  4763801 *    194210 *       542 * 508914548 *
*  4765891 *    195304 *       433 * 543983389 *
*  4768304 *    194115 *       408 * 387854478 *
*  4769915 *    194303 *        56 *  14320836 *
*  4770060 *    194914 *        14 *   9699125 *
*  4770229 *    195113 *       107 * 142718401 *
*  4771070 *    194150 *       254 * 314424105 *
*  4772709 *    194210 *       416 * 383103304 *
*  4773588 *    194778 *       117 * 126943158 *
*  4776830 *    195016 *       422 * 463784880 *
*  4779392 *    194115 *       287 * 264806385 *
*  4780456 *    195649 *        45 *  69348005 *
*  4781318 *    195649 *       150 * 222024532 *
*  4786237 *    195658 *       309 * 287550855 *
*  4787430 *    194115 *       241 * 215138659 *
*  4791131 *    194455 *       119 * 158604320 *
*  4791332 *    194455 *       100 * 123078350 *
*  4792145 *    194455 *       185 * 280492046 *
*  4792672 *    195013 *       129 * 140964362 *
*  4792887 *    195013 *       387 * 577813912 *
*  4794224 *    194115 *       253 * 228554323 *
*  4796277 *    194464 *       165 * 240383256 *
*  4799613 *    195390 *       353 * 274833329 *
*  4803795 *    194151 *       474 * 441404477 *
*  4805538 *    194699 *       195 * 232466261 *
*  4806990 *    194699 *       257 * 302023214 *
*  4807720 *    195147 *       498 * 614933557 *
*  4808267 *    195540 *        93 *  68615371 *
*  4809095 *    195540 *       108 *  97021338 *
*  4811228 *    196250 *        97 * 177019887 *
*  4811327 *    196250 *        99 * 180319604 *
*  4812967 *    195113 *       534 * 624469103 *
*  4814969 *    194115 *       292 * 270225671 *
*  4815954 *    194115 *       573 * 542011742 *
*  4818810 *    194151 *       243 * 239061526 *
*  4819081 *    195164 *         1 *   1349450 *
*  4821081 *    195304 *      1076 * 1.161e+09 *
*  4823929 *    194115 *       449 * 427731871 *
*  4824355 *    194115 *       821 * 770613305 *
*  4825317 *    194704 *       458 * 414839374 *
*  4826096 *    194704 *       392 * 349326651 *
*  4828083 *    194912 *       385 * 649393482 *
*  4829562 *    194691 *       134 * 162170235 *
*  4835516 *    194735 *        51 *  24538123 *
*  4836684 *    195251 *        97 * 176440086 *
*  4836718 *    195251 *        97 * 177246725 *
*  4838488 *    194115 *       480 * 456889589 *
*  4842550 *    196364 *       326 * 331571287 *
*  4843868 *    194115 *       374 * 354736532 *
*  4849438 *    194699 *        98 * 119507930 *
*  4850096 *    195147 *       464 * 566419205 *
*  4853557 *    195530 *        13 *  21203597 *
*  4857121 *    195774 *       193 * 356771203 *
*  4859337 *    196452 *       606 * 845081355 *
*  4863140 *    195113 *        91 * 122161087 *
*  4863337 *    195165 *       247 * 321964252 *
*  4865422 *    196218 *       262 * 391858638 *
*  4867267 *    196334 *        93 *  92506978 *
*  4873049 *    196453 *       185 * 175535037 *
*  4876401 *    195552 *      1151 * 1.366e+09 *
*  4877653 *    195552 *      1642 * 1.802e+09 *
*  4880631 *    195398 *      1035 * 851762732 *
*  4881287 *    195398 *      1237 * 989274107 *
*  4882115 *    194151 *       134 * 133772651 *
*  4882218 *    194151 *       270 * 264449405 *
*  4884186 *    195658 *       170 * 156930102 *
*  4884800 *    195658 *       194 * 180554574 *
*  4886492 *    196197 *       389 * 590426539 *
*  4888636 *    196364 *       614 * 581254634 *
*  4895423 *    194115 *       552 * 523208908 *
*  4896060 *    194115 *       601 * 567117211 *
*  4900609 *    196363 *        11 *  11943275 *
*  4901432 *    196495 *       122 *  33344710 *
*  4908141 *    195655 *       195 * 229392963 *
*  4910031 *    195303 *       403 * 524064515 *
*  4913372 *    195113 *       117 * 155384319 *
*  4916718 *    194151 *       548 * 511727023 *
*  4929976 *    195113 *       184 * 239466335 *
*  4935765 *    194480 *      1325 * 1.130e+09 *
*  4936125 *    194480 *      1375 * 1.164e+09 *
*  4936613 *    194691 *       276 * 397317102 *
*  4937595 *    196453 *       278 * 258951770 *
*  4939365 *    194115 *       843 * 791622385 *
*  4940191 *    195113 *       477 * 567202954 *
*  4942267 *    195552 *      1135 * 1.353e+09 *
*  4942347 *    195552 *      1135 * 1.353e+09 *
*  4944108 *    194533 *       723 * 913170901 *
*  4949485 *    195552 *      1654 * 1.813e+09 *
*  4963047 *    196453 *        34 *  33185290 *
*  4965361 *    194119 *       221 * 193578364 *
*  4967061 *    195552 *       177 * 295216536 *
*  4968533 *    195868 *       143 * 241212469 *
*  4976270 *    194119 *       121 * 107992837 *
*  4978896 *    194225 *       125 * 144639777 *
*  4980910 *    194533 *       756 * 943685535 *
*  4981205 *    194533 *       826 * 1.006e+09 *
*  4982618 *    195948 *       381 * 603387681 *
*  4984632 *    196239 *       408 * 397450054 *
*  4987974 *    194210 *        47 *  47110752 *
*  4988395 *    194210 *       431 * 397026693 *
*  4991326 *    194480 *       973 * 864477615 *
*  4992561 *    194480 *      1093 * 958950209 *
*  4993606 *    194480 *       394 * 351296320 *
*  4997689 *    195378 *       426 * 540499970 *
*  4998060 *    195378 *       434 * 549405729 *
*  5000086 *    195552 *      1641 * 1.801e+09 *
*  5000763 *    195552 *      1729 * 1.877e+09 *
*  5004124 *    194210 *       533 * 500266822 *
*  5006152 *    196197 *       484 * 724660342 *
*  5006174 *    196197 *       484 * 723741138 *
*  5007676 *    195774 *       440 * 734021825 *
*  5007798 *    195774 *       441 * 735649876 *
*  5009864 *    195774 *       791 * 1.163e+09 *
*  5014048 *    195948 *       480 * 729672034 *
*  5017434 *    196203 *       109 *  90234814 *
*  5022062 *    195656 *       254 * 227513328 *
*  5022237 *    195658 *       346 * 321509589 *
*  5026226 *    194120 *        10 *   7619114 *
*  5028566 *    196531 *       148 * 172910561 *
*  5031943 *    194789 *       313 * 407558629 *
*  5033595 *    194424 *       199 * 267246094 *
*  5037947 *    195655 *       245 * 284026362 *
*  5043146 *    195014 *        81 * 101576709 *
*  5044148 *    195014 *       121 * 151082359 *
*  5045809 *    195304 *       621 * 766189461 *
*  5045994 *    195304 *       622 * 767796723 *
*  5048875 *    196364 *      1066 * 984100759 *
*  5049605 *    194120 *        28 *  22218960 *
*  5050173 *    194912 *      1193 * 1.655e+09 *
*  5051255 *    194912 *      1378 * 1.826e+09 *
*  5055273 *    194120 *       104 *  81201688 *
*  5057806 *    194424 *       476 * 684608740 *
*  5058475 *    194825 *        98 *  67379351 *
*  5065863 *    194912 *      1407 * 1.852e+09 *
*  5066838 *    195649 *        99 * 148723609 *
*  5068604 *    195930 *       280 * 241288255 *
*  5068733 *    195930 *       283 * 244111595 *
*  5070296 *    195930 *       389 * 343450861 *
*  5073148 *    194120 *       361 * 275313416 *
*  5076424 *    194120 *       230 * 174583899 *
*  5077689 *    194789 *       220 * 295976818 *
*  5077866 *    194912 *       932 * 1.385e+09 *
*  5079062 *    195540 *       317 * 444302410 *
*  5079344 *    195540 *       316 * 443010766 *
*  5088232 *    196452 *       115 *  87629034 *
*  5089347 *    196452 *       359 * 506211044 *
*  5091313 *    194120 *       345 * 259190174 *
*  5096801 *    194224 *       150 * 241147326 *
*  5098775 *    194631 *        95 * 149467459 *
*  5102022 *    195930 *       355 * 311583709 *
*  5107508 *    195013 *       381 * 568479500 *
*  5110483 *    194150 *       164 * 197604007 *
*  5111875 *    194210 *       161 * 158593958 *
*  5113120 *    194533 *       656 * 849483038 *
*  5120338 *    196453 *       375 * 343237113 *
*  5123967 *    195397 *       933 * 1.155e+09 *
*  5128062 *    194304 *        10 *  15801386 *
*  5128778 *    194704 *        82 *  77698280 *
*  5135901 *    194151 *       320 * 310112339 *
*  5136542 *    194151 *       581 * 544041440 *
*  5139627 *    194533 *       458 * 630899117 *
*  5140352 *    194303 *        73 *  43685558 *
*  5140911 *    195649 *       238 * 342995105 *
*  5141513 *    196197 *       541 * 801112198 *
*  5142819 *    195655 *       210 * 246192896 *
*  5145281 *    196203 *        94 *  78071641 *
*  5149052 *    194778 *       218 * 293312707 *
*  5157616 *    195378 *      1127 * 1.237e+09 *
*  5157854 *    195378 *      1131 * 1.240e+09 *
*  5159636 *    194314 *       188 * 255211907 *
*  5160315 *    194424 *       620 * 868441764 *
*  5162796 *    194428 *       247 * 257155467 *
*  5165351 *    194150 *       198 * 242449794 *
*  5168528 *    194480 *       935 * 834343015 *
*  5169190 *    195552 *       992 * 1.232e+09 *
*  5169369 *    195552 *      1063 * 1.294e+09 *
*  5171099 *    194480 *        32 *  29006787 *
*  5172865 *    194691 *       165 * 216884591 *
*  5173737 *    194464 *       174 * 252947884 *
*  5173865 *    195530 *        89 * 141834544 *
*  5187028 *    194480 *      1275 * 1.094e+09 *
*  5190798 *    196453 *      1061 * 933202638 *
*  5193867 *    195776 *       431 * 345983985 *
*  5198017 *    194150 *       241 * 298929168 *
*  5204231 *    195552 *       692 * 946431468 *
*  5205195 *    194210 *       194 * 189238601 *
*  5205861 *    194210 *       208 * 202224222 *
*  5205940 *    194210 *       209 * 202801906 *
*  5207595 *    194479 *       358 * 416193076 *
*  5213112 *    196438 *       553 * 447738654 *
*  5215592 *    194224 *       238 * 369476415 *
*  5218001 *    194712 *       490 * 344936786 *
*  5223643 *    194912 *      1621 * 2.029e+09 *
*  5225868 *    194912 *       557 * 908786950 *
*  5226606 *    194199 *       348 * 330846881 *
*  5229256 *    195399 *       209 * 170986213 *
*  5230123 *    195304 *       473 * 592483133 *
*  5230307 *    195304 *       474 * 593544253 *
*  5232242 *    195655 *       114 * 137169471 *
